username,tweetcreatedts,tweet
youngkyunm,2022-06-07 08:55:44,"@schfess tp kalo mpls offline cara paling gampang dr gerbang sekolah, mending dtg pagii. nanti sksd ajaaa (tebel muka aja gausah malu😭, lumayan relasinya buat nanti kalo ada apa apa dan misal beda kelas) atau pas baris mpls, nanti ajak kenalan yg kanan/kiri/depan/belakang kamu ajaa"
jaewoahh,2022-06-07 07:07:49,@hundredtaey iyaaa btul :(( offline iya fotonya di sekolah tp pake green screen tpi ttep per jadwal jd gbsa ngmpul2 banget gt 🥺😭
tbzmilsun,2022-06-07 07:04:53,sekolah mana lagi yang graduation offline tapi baru ngumumin h-4????? ya betul smansa doang
difamuh14,2022-06-07 06:26:26,"@subschfess Jualann sih, kek makanan makanan ringan gituu, kek cimol lah atau piscok lah, offline sih, tapi mayan tauu, aku liat temen soalnya, dan selalu laku, mungkin tiap daerah bisa nyesuain jajanan yang cocok buat di sekolah nya"
qnsnai,2022-06-07 05:44:07,"@collegemenfess Tetep masuk. Kalau kuliah offline blm pernah sih, tp pengalaman terakhir tetep masuk ke sekolah meski setiap bbrp menit berhenti di jalan krn perut kram dan kepala berputar. Kalau diterusin jalan takut nabrak atau jatuh sendiri. Jd malu nanti."
soobjunsbt,2022-06-07 05:39:44,@minisodeu udah pada balik sekolah offline kayanyaa huhu
caczoo,2022-06-07 05:18:09,"@collegemenfess Kalau sepengalamanku sekolah offline dulu, aku jaga2 bawa parasetamol sama minyak angin sih dan dua itu ngebantu menurutku,,, tapi gatau untuk sekarang soalnya belum pernah kuliah offline😭"
Goldenbabels,2022-06-07 04:55:38,@covelitee Emang sekolah udah offline ya dek?
ifahhshshshsh,2022-06-07 04:48:54,gini bgt klo sekolah offline
donakuswoyo,2022-06-07 02:45:43,"Ganbatte buat pejuang UAS offline semester genap! 💪🏽

Semangat buat yang mau daftar sekolah negeri! 💪🏽

Fighting buat yang lagi ngerjain PAT di sekolah! 💪🏽"
hourlyciaa,2022-06-07 02:23:49,"@arywahyuni___ @maltvhe mjb kak, aku bikin di sekolah tujuan atau kalo sekarang sekalian aja daftar offline kak"
SAIFULLIZAMDGN,2022-06-07 02:02:28,"Buat kalian yang kerja, sekolah, kuliah offline #TetapSehatPakaiMasker please pake masker ya guys, jaga kesehatan supaya terhindar dari penyakit hepatitis akut #LawanHepatitis stay safe everyone!"
pengeneapaoyy,2022-06-07 02:01:08,"Buat temen-temenku sekalian yang kerja, yang sekolah, yang kuliah offline #TetapSehatPakaiMasker please banget harus pake masker ya, jaga kesehatan supaya terhindar dari hepatitis akut #LawanHepatitis https://t.co/FjgreyXjMI"
ceriboomm,2022-06-07 02:00:03,"Buat kalian yang kerja, sekolah, kuliah offline #TetapSehatPakaiMasker ke luar rumah beraktivitas tetap pake masker ya, jaga kesehatan supaya jauh dari hepatitis akut #LawanHepatitis"
Ohsehunaku,2022-06-07 01:36:58,"Rek semuanya, Buat kalian yang kerja, sekolah, kuliah offline #TetapSehatPakaiMasker please pake masker terus ya, jaga kesehatan supaya jauh dari hepatitis akut #LawanHepatitis https://t.co/bvMzAlVbKG"
markxsh1,2022-06-07 01:26:52,"Buat kalian yang masih sering keluar buat kerja, sekolah, atau kuliah offline jangan lupa buat selalu pakai masker ya #TetapSehatPakaiMasker  #LawanHepatitis https://t.co/XoVnjH904S"
cantikatekateki,2022-06-07 01:18:57,"Buat kalian2 yang kerja, sekolah, kuliah offline #TetapSehatPakaiMasker please pake masker ya, jaga kesehatan supaya jauh dari hepatitis akut #LawanHepatitis https://t.co/4keQz1xxWW"
ireumeunjungguk,2022-06-07 01:17:35,"Karena sekarang udah offline jadi buat kalian yg kuliah, sekolah, maupun kerja  #TetapSehatPakaiMasker please pake masker ya, jaga kesehatan supaya jauh dari hepatitis akut #LawanHepatitis"
Lindawatioke,2022-06-07 01:11:12,"Buat kalian yang kerja, sekolah, kuliah offline #TetapSehatPakaiMasker please pake masker ya, jaga kesehatan supaya jauh dari hepatitis akut #LawanHepatitis"
itsme_stefani,2022-06-07 01:10:49,Bagi anak-anak atau adik kalian yang sekolah offline #TetapSehatPakaiMasker tolong diberitau agar jangan lupa untuk memakai masker #LawanHepatitis
jisungieluviu,2022-06-07 01:07:01,"Buat teman-teman yang sedang kerja, sekolah, kuliah offline #TetapSehatPakaiMasker please untuk tetap pakai masker, jaga kesehatan dan kebersihan diri supaya jauh dari hepatitis akut #LawanHepatitis https://t.co/SmWmSfFbuy"
Nishasho_1234,2022-06-07 01:00:20,"Td malam gue udah janjian sama teman ke sekolah ngambil ijazah. Gue udah izin ke dosen, udah hampir sampai. Trus teman gue tiba² nelpon sorry Cha dosen gue tiba² masuk trus offline 😩😩"
ginazkiaa,2022-06-07 00:42:19,"Seneng deh liat org skrg mulai pake seragam sekolah, trs udh kuliah offline..."
tidaksukaduren,2022-06-07 00:21:17,"sekolah udah pada full offline ya??
rame banget jalannya 😬"
quotesseseorang,2022-06-06 23:44:08,"@txtdarishoppe Instansi pendidikan Indonesia sudah mulai aktiv, para pelajar sudah mulai sekolah offline. Saatnya punya sepatu baru,girls! Langsung cek linknya di bawah ya :)
https://t.co/gLFeY579pa"
karinanyeblak,2022-06-06 23:18:31,@schfess kayanya offline sih nder soalnya kemaren di sekolahku banyak bgt anak smp sama ortunya dateng ke sekolah🤔 tapiiii gatau deng
cupucup,2022-06-06 19:24:35,"@sunnyineza Mungkin meman jumlah driverny agak berkurang,,, selain itu jg kayakny anak2 sekolah dah mulai full offline sih? Abisan gue liat kalo pagi lewat mzr kayakny gojek banyak banget nganter siswa sekolah..."
manusiacakev,2022-06-06 18:20:38,"Apalagi nyatet beuhh waktu kelas 8 kayaknya rajin aja nyatet tp semenjak pandemi jarang bngt, dan pas sma kelas 10 ga ada catetan samsek pas sekolah offline."
bbzgkdhz_,2022-06-06 16:06:59,"@izaenn_ pas sd sering ikut olimpiade ipa, lomba tari antar sekolah, aktif pramuka, mtq kecamatan dll. pas awal smp jadi mayoret, pinru pramuka, lomba nyanyi - tari - tilawah - futsal cwe antar sekolah. trus abis offline sesudah covid malah jdi langganan guru bk karna bolos mapel😭😭"
chaoticfifah,2022-06-06 15:43:20,"@schfess oh ya! tapi kamu bisa banget ngandelin bimbel online yg lebih murah!!!zenius dan pahamify sangat membantu buat tryout dan materi2 gituuuu. aku lebih nyaranin ini drpd bimbel offline

kesimpulan:
*les itu bagiku WAJIB, karena materi sekolah ga 100% diajarin. minimal bimbel online."
notbeautybutidc,2022-06-06 15:35:12,"@sbmptnfess Engga ga gt :) lebih santai jamnya dr pd sekolah, kalo online sih enak. Kalo offline bakal bolak balik"
SunBear0600,2022-06-06 15:25:14,"@schfess Aku!! US kemarin pake kertas dan itu ujian offline pertama kali setelah sekian lama. Aku juga termasuk orang yg lebih paham sekolah offline, sem 6 kan udah mulai ptm, alhasil lebih paham. Buktinya rata"" raport sem6 tertinggi wkwkwk"
Cekin666,2022-06-06 15:24:13,"Setelah libur 2hari, akhirnya sekolah offline lagi. Rayakan! Cc: @luciohabib3"
VsoCool_,2022-06-06 15:01:18,"Harusnya hari ini udah selesai PAT, tapi karena kemaren jumat gak masuk gue harus susulan. 

Susulan MTK Besok, Jam 8 pagi di sekolah (offline) 
Do'ain semoga gak susah"
keniyagi,2022-06-06 14:41:19,"mau bilang u did great for this monday y'all. jgn lupa istirahat sama minum vitamin, terutama buat yg udh kuliah/sekolah offline yaa. gn yorobun 🫶🏻🫶🏻"
llemonyellow,2022-06-06 14:35:21,@tanyakanrl Sekolah online tiba2 ada pengumuaman ujian offline. Serem g tuhh
oneirophilic_,2022-06-06 14:07:21,"not my school maksain offline padahal udh bnyk yg kena covid gk lucu bngt anjir kalo gw kena gara"" mereka padahal gw udh maksa bener"" gk kemana selain sekolah"
Sinchan1911,2022-06-06 13:53:07,@tanyakanrl Ku semenjak sekolah offline dua kli nder
thamrinolymcup,2022-06-06 13:35:13,@djakartafess haloo kakk kebetulan sekolah kita mau ngadain pensi offline yg gs nya ada the overtunes nii😍😍😍 kalo minatt bs bgt click link ini yaa kak ➡️ https://t.co/RQeJRYFxBo https://t.co/cT1G7J2Ppq
kyeomoca,2022-06-06 13:29:44,"@coupsmin eh kemaren aku juga gitu tau pas mulai sekolah offline pasti pas pulangnya langsung tepar tidur, aku libur hari ini!!! jadi kerjaannya nonton doang deh"
awa17___,2022-06-06 13:02:23,"cape sekolah, pulang² nenek sambat mulu 🥴😵‍💫 udah pengin cepet² melancong jauh dari rumah lagi. minimal diklatnya offline kek!!!"
callmejiem,2022-06-06 12:45:44,alarm jaman masi sekolah offline https://t.co/y9qjNCj6Hg https://t.co/hxWGOAgRtR
crumbcoatnchill,2022-06-06 11:30:52,"Today situation: juggling kerjaan &amp; ngurus sekolah si kakak yg uda mulai offline. Riwa riwi sendiri karena the other partij lagi persiapan world tour 

The other partij ; https://t.co/D7HoBXPBjH"
karskarsekar,2022-06-06 10:27:37,"..gak ada uang seragam, hub/cabang offline juga gak yg wow fasilitasnya kok tapi cukup untuk anak2 belajar. Yang jelas kami suka sm visi misi mereka bahwa tiap anak punya perkembangannya masing2 jadi gak disamaratakan kemampuannya. Di sekolah si sulung jg begitu.."
yoitspuyo,2022-06-06 09:49:43,kesan w si b aja cuma w kurang puas ngerasain sekolah offline
dkmhndr_,2022-06-06 09:00:19,"Iri banget adek kelas udah wisuda offline, angkatan gw cancel... :'

Anyway congrats ya adek adek, sekolah di masa pandemi pasti susah (walaupun enak banyak gabutnya kan kwkwkw)

Semoga dilancarkan studi dan karirnya, lulus sekolah ribet bosss siap siapppp kwkwkwk"
naiistuds,2022-06-06 07:37:26,"@schfess i feel u nderr, kalo kata sahabatku sih niatin aja sekolah buat dapetin ilmuu. masalah nilai tinggal kita usaha sebisa mungkin &amp; doaa. lagian biar udah kebiasa klo nanti ujian offline n pas kuliah ngga nyontekk trs berkah nilainyaa 👍👍"
lillttleef,2022-06-06 06:24:46,"dijuaaaaal sepatu ventela 70s low black, cocok dan sangat rekomendasi buat kalian yg mau kuliah offline atau sekolah offline🥰🤗🤗 udah ada shopeee nya ygy https://t.co/RI3WJeNrmd"
convomfs,2022-06-06 05:56:26,💭 jogja berasa kota pelajar banget setelah skrng sekolah udh pada offline... mwacetttt
springcrokoos,2022-06-06 05:34:30,"@convomf Iyah nder, itu kan dikasih tau kalo pendaftaran bisa dilakukan lewat online melalui website atau melalui offline dengan mendatangi sekolah pilihan 1, terus di bawahnya dikasih tau kalo yang offline pendaftarannya buka dari jamber sampe jamber, begitupun yang offline atau luring"
bunaALL,2022-06-06 05:23:19,"@kthksj_loml Iya,udh lama offline ini baru plg sekolah"
kthksj_loml,2022-06-06 05:22:21,"@bunaALL wkwkw buna mahh, adek Al udah sekolah offline bun?"
dyheexseung,2022-06-06 05:06:07,"@areinblue Gak ada sumpah 😭
Tapi ini jam belajar aku
Waktu sekolah Online 3-4 jam
Sekolah Offline 2-3 jam
Mau ujian 4-5 jam
Perhari, udah gini doang"
muse_indonesia,2022-06-06 04:00:00,"Sapa yang hari ini ke sekolah/kerja offline nih


Anya dan Yuri juga harus bertugas nih!
Satu menyelamatkan dunia, satunya demi dunia kakaknya~

Tonton [SPYxFAMILY] di OTT kesayangan kalian: BStation|CP+|Sushiroll|Netflix|iQIYI|Vidio|Viu|WeTV|Disney+

#SPY_FAMILY
#SPYxFamily https://t.co/g5squ9RxFR"
Vikana_dee,2022-06-06 03:59:05,Hari ini bocah mulai UAS offline alias ujian akhir di sekolah..baik emak maupun anaknya dalam tekanan krn 2 tahun terbiasa online😂😂😂😂
frontmudarev,2022-06-06 03:39:20,"Dengan demikian FMR Surabaya mengajak kawan semua yang ingin mencapai sosialisme untuk mengikuti Sekolah Politik Sehari kami. Sekolah ini akan berlangsung secara offline.

#sosialisme #sekolah #politik #revolusioner #mahasiswa #pelajar #buruh https://t.co/j7nknOBUOB"
detik_jabar,2022-06-06 03:36:58,"PPDB SMA, SMK dan SLB di JabarTahun 2022 dimulai hari ini. Meski digelar secara online, namun masih ada orang tua peserta didik ingin daftar offline.
https://t.co/056UA9K2n7"
neoensa,2022-06-06 01:42:05,"@ningnyz_ semangattt, lgi sekolah offline mau ulngn"
berrisikk,2022-06-06 01:17:31,"sekolah lain enak banget anjir ujiannya offline tapi pake hp/laptop, gue msi pake kertas t___t"
convomf,2022-06-06 01:05:06,💙 Kalian pernah gak si sekolah/kuliah offline trs ga mandi karna kesiangan?  Bru terjadi pertama kali di ak. :&gt;
